-112.171552,33.377981,"Applebee's-Laveen,AZ","5210 W Baseline Rd, Laveen,AZ 85339, (602) 605-8010"
-111.718474,33.436952,"Applebee's-Mesa,AZ","1143 N Higley Rd, Mesa,AZ 85205, (480) 981-4667"
-111.787715,33.379098,"Applebee's-Mesa,AZ","2032 East Baseline Road, Mesa,AZ 85204, (480) 545-4299"
-111.859736,33.377554,"Applebee's-Mesa,AZ","2053 S Alma School Road, Mesa,AZ 85210, (480) 831-7557"
-111.696251,33.393849,"Applebee's-Mesa,AZ","6259 E Southern Avenue, Mesa,AZ 85206, (480) 830-3099"
-112.230684,33.637636,"Applebee's-Peoria,AZ","8001 W Bell Rd, Peoria,AZ 85382, (623) 878-1410"
-112.073705,33.509288,"Applebee's-Phoenix,AZ","2 East Camelback, Phoenix,AZ 85012, (602) 266-3330"
-112.033036,33.378269,"Applebee's-Phoenix,AZ","2180 E Baseline Rd, Phoenix,AZ 85042, (602) 323-5680"
-112.1142778,33.7110102,"Applebee's-Phoenix,AZ","2501 W Happy Valley Rd # 48, Phoenix,AZ 85085, (623) 434-7469"
-111.986961,33.476268,"Applebee's-Phoenix,AZ","2547 N 44th Street, Phoenix,AZ 85008, (602) 952-0033"
-112.1189317,33.6397489,"Applebee's-Phoenix,AZ","2720 W Bell Rd, Phoenix,AZ 85053, (602) 789-9449"
-112.4327464,34.5509258,"Applebee's-Prescott,AZ","1881 E State Route 69, Prescott,AZ 86301, (928) 445-8787"
-111.886367,33.581071,"Applebee's-Scottsdale,AZ","10460 North 90th Street, Scottsdale,AZ 85258, (480) 391-3535"
-110.258354,31.531056,"Applebee's-Sierra Vista,AZ","3899 El Mercado Loop, Sierra Vista,AZ 85635, (520) 459-1664"
-112.3551378,33.6423197,"Applebee's-Surprise,AZ","13756 W Bell Rd, Surprise,AZ 85374, (623) 544-0368"
-111.964814,33.349,"Applebee's-Tempe,AZ","1655 W Elliot, Tempe,AZ 85284, (480) 893-2878"
-111.9256949,33.4074325,"Applebee's-Tempe,AZ","909 E Broadway Rd, Tempe,AZ 85282, (480) 736-1100"
-111.015372,32.3378,"Applebee's-Tucson,AZ","2230 W Ina Rd, Tucson,AZ 85741, (520) 297-2220"
-110.8944489,32.2509372,"Applebee's-Tucson,AZ","4625 E Grant Rd, Tucson,AZ 85712, (520) 319-0544"
-110.96363,32.286951,"Applebee's-Tucson,AZ","565 E Wetmore Rd, Tucson,AZ 85705, (520) 292-2600"
-110.865997,32.2198629,"Applebee's-Tucson,AZ","5870 E Broadway Blvd, Tucson,AZ 85711, (520) 750-9780"
-114.607734,32.6986161,"Applebee's-Yuma,AZ","1100 E 16th St, Yuma,AZ 85365, (928) 782-7474"
-114.4441525,32.6664929,"Applebee's-Yuma,AZ","11274 S Fortuna Rd, Yuma,AZ 85367, (928) 305-9200"
-114.62396,32.673031,"Applebee's-Yuma,AZ","3101 S 4th Ave, Yuma,AZ 85364, (928) 344-3374"
-122.252524,37.756664,"Applebee's-Alameda,CA","2263 South Shore Center, Alameda,CA 94501, (510) 522-7071"
-118.1263737,34.0954738,"Applebee's-Alhambra,CA","21 E Main St, Alhambra,CA 91801, (626) 576-4621"
-121.783663,37.994175,"Applebee's-Antioch,CA","2737 Hillcrest Ave, Antioch,CA 94531, (925) 753-5950"
-117.24352,34.468974,"Applebee's-Apple Valley,CA","19201 Bear Valley Rd, Apple Valley,CA 92308, (760) 240-9195"
-120.6059565,35.1208236,"Applebee's-Arroyo Grande,CA","1462 E Grand Ave, Arroyo Grande,CA 93420, (805) 474-5904"
-121.091173,38.94298,"Applebee's-Auburn,CA","2500 Bell Rd, Auburn,CA 95603, (530) 823-8663"
-117.890115,34.128199,"Applebee's-Azusa,CA","377 N Citrus Ave, Azusa,CA 91702, (626) 334-5103"
-119.101788,35.340192,"Applebee's-Bakersfield,CA","9000 Ming Ave Ste M, Bakersfield,CA 93311, (661) 664-0974"
-116.9520956,33.9292821,"Applebee's-Beaumont,CA","1585 E 6th St, Beaumont,CA 92223, (951) 845-3638"
-118.163549,33.966929,"Applebee's-Bell Gardens,CA","5700 Florence Ave, Bell Gardens,CA 90201, (323) 326-2020"
-115.500343,32.6973879,"Applebee's-Calexico,CA","2505 Scaroni Ave, Calexico,CA 92231, (760) 768-1649"
-119.075282,34.216772,"Applebee's-Camarillo,CA","291 W Ventura Blvd, Camarillo,CA 93010, (805) 445-7160"
-120.974509,38.658909,"Applebee's-Cameron Park,CA","3281 Coach Ln, Cameron Park,CA 95682, (530) 677-8677"
-116.457376,33.8129739,"Applebee's-Cathedral City,CA","32400 Date Palm Dr, Cathedral City,CA 92234, (760) 324-6911"
-118.571859,34.238887,"Applebee's-Chatsworth,CA","9255 Winnetka Ave, Chatsworth,CA 91311, (818) 885-6519"
-121.80674,39.72479,"Applebee's-Chico,CA","2030 Business Ln, Chico,CA 95928, (530) 343-6888"
-117.7183936,33.9981405,"Applebee's-Chino,CA","3956 Grand Ave, Chino,CA 91710, (909) 590-7844"
-119.70786,36.808107,"Applebee's-Clovis,CA","98 Shaw Ave, Clovis,CA 93612, (559) 322-9890"
-117.521037,33.891069,"Applebee's-Corona,CA","521 N Mckinley St, Corona,CA 92879, (951) 371-1995"
-121.7317542,38.5419851,"Applebee's-Davis,CA","1753 Research Park Dr, Davis,CA 95618, (530) 747-0414"
-121.884135,37.706196,"Applebee's-Dublin ,CA","4808 Dublin Blvd, Dublin ,CA 94568, (925) 875-0600"
-116.9629685,32.8073163,"Applebee's-El Cajon,CA","107 Fletcher Pkwy, El Cajon,CA 92020, (619) 593-3066"
-116.9296415,32.7448378,"Applebee's-El Cajon,CA","2508 Jamacha Rd, El Cajon,CA 92019, (619) 670-7203"
-115.5711026,32.7823669,"Applebee's-El Centro,CA","2421 Cottonwood Dr, El Centro,CA 92243, (760) 353-8311"
-121.392457,38.425299,"Applebee's-Elk Grove,CA","9105 E Stockton Blvd, Elk Grove,CA 95624, (916) 685-0321"
-117.098442,33.109636,"Applebee's-Escondido,CA","1216 Auto Park Way, Escondido,CA 92029, (760) 743-6612"
-124.1842372,40.782178,"Applebee's-Eureka,CA","2846 Broadway St, Eureka,CA 95501, (707) 269-0533"
-122.052949,38.261323,"Applebee's-Fairfield,CA","1350 Travis Blvd # 401, Fairfield,CA 94533, (707) 399-0796"
-117.437676,34.139258,"Applebee's-Fontana,CA","16867 Sierra Lakes Pkwy, Fontana,CA 92336, (909) 854-1003"
-117.95433,33.697493,"Applebee's-Fountain Valley,CA","18279 Brookhurst Street, Fountain Valley,CA 92708, (714) 963-1835"
-121.9987561,37.5321654,"Applebee's-Fremont,CA","39139 Farwell Dr, Fremont,CA 94538, (510) 742-6400"
-121.9759591,37.5033183,"Applebee's-Fremont,CA","43349 Boscell Rd, Fremont,CA 94538, (510) 226-0202"
-119.858913,36.808831,"Applebee's-Fresno,CA","3604 W Shaw Ave, Fresno,CA 93711, (559) 271-9844"
-119.754786,36.837869,"Applebee's-Fresno,CA","7007 N Cedar Ave, Fresno,CA 93720, (559) 322-7144"
-119.7863742,36.8562003,"Applebee's-Fresno,CA","8430 N Friant Rd, Fresno,CA 93720, (559) 261-2331"
-121.561874,37.021323,"Applebee's-Gilroy,CA","8200 Arroyo Cir, Gilroy,CA 95020, (408) 848-5600"
-121.2640521,38.6270176,"Applebee's-Gold River,CA","2170 Golden Centre Ln, Gold River,CA 95670, (916) 635-1234"
-119.6690316,36.3278165,"Applebee's-Hanford,CA","1665 W Lacey Blvd, Hanford,CA 93230, (559) 583-8084"
-122.106141,37.653672,"Applebee's-Hayward,CA","24041 Southland Dr, Hayward,CA 94545, (510) 782-6400"
-116.998314,33.746989,"Applebee's-Hemet,CA","2515 W Florida Ave, Hemet,CA 92545, (951) 791-2506"
-117.1981388,34.1359394,"Applebee's-Highland,CA","4070 Highland Ave, Highland,CA 92346, (909) 425-9020"
-117.961363,33.916994,"Applebee's-La Habra,CA","1238 W Imperial Hwy, La Habra,CA 90631, (562) 690-0779"
-116.29516,33.719739,"Applebee's-La Quinta,CA","45305 Seeley Dr, La Quinta,CA 92253, (760) 345-9222"
-121.742912,37.696227,"Applebee's-Livermore,CA","4301 1st St, Livermore,CA 94551, (925) 606-4300"
-121.3056054,38.1152933,"Applebee's-Lodi,CA","2442 W Kettleman Ln, Lodi,CA 95242, (209) 369-6657"
-121.196819,37.796923,"Applebee's-Manteca,CA","1272 E Yosemite Ave, Manteca,CA 95336, (209) 824-4499"
-120.497195,37.318682,"Applebee's-Merced,CA","1734 W Olive Ave, Merced,CA 95348, (209) 724-9930"
-121.921035,37.427397,"Applebee's-Milpitas,CA","84 Ranch Drive, Milpitas,CA 95035, (408) 263-3939"
-117.552679,33.9754238,"Applebee's-Mira Loma,CA","12375 Limonite Ave, Mira Loma,CA 91752, (951) 360-8537"
-121.0654184,37.6954806,"Applebee's-Modesto,CA","3900 Sisk Rd, Modesto,CA 95356, (209) 545-1046"
-118.009847,34.140267,"Applebee's-Monrovia,CA","502 W Huntington Drive, Monrovia,CA 91016, (626) 932-0070"
-117.697884,34.086337,"Applebee's-Montclair,CA","9241 Monte Vista Ave, Montclair,CA 91763, (909) 624-5555"
-118.0962358,34.0322913,"Applebee's-Montebello,CA","1493 N Montebello Blvd, Montebello,CA 90640, (323) 278-0250"
-117.2783715,33.936643,"Applebee's-Moreno Valley,CA","12600 Day St, Moreno Valley,CA 92553, (951) 413-1418"
-117.202988,33.560299,"Applebee's-Murrieta,CA","24872 Madison Ave, Murrieta,CA 92562, (951) 894-1846"
-122.274909,38.2819999,"Applebee's-Napa,CA","195 Soscol Ave, Napa,CA 94559, (707) 224-0502"
-117.065718,32.65578,"Applebee's-National City,CA","3030 Plaza Bonita Rd, National City,CA 91950, (619) 475-1855"
-118.0736721,33.9172999,"Applebee's-Norwalk,CA","12129 Imperial Hwy, Norwalk,CA 90650, (562) 863-8931"
-117.344027,33.181382,"Applebee's-Oceanside,CA","2146 Vista Way, Oceanside,CA 92054, (760) 757-5848"
-117.557885,34.075313,"Applebee's-Ontario,CA","1021 N Milliken Ave, Ontario,CA 91764, (909) 484-6003"
-121.571444,39.501502,"Applebee's-Oroville,CA","2160 Feather River Blvd, Oroville,CA 95965, (530) 534-4500"
-116.356329,33.772045,"Applebee's-Palm Desert,CA","74999 Frank Sinatra Dr, Palm Desert,CA 92211, (760) 346-5722"
-118.1474681,34.6037258,"Applebee's-Palmdale,CA","39720 10th St W, Palmdale,CA 93551, (661) 266-9100"
-120.697013,35.5830425,"Applebee's-Paso Robles,CA","2341 Theatre Dr, Paso Robles,CA 93446, (805) 226-2963"
-122.669626,38.275957,"Applebee's-Petaluma,CA","5301 Old Redwood Hwy, Petaluma,CA 94954, (707) 792-0500"
-122.311517,37.987744,"Applebee's-Pinole,CA","1369 Fitzgerald Drive, Pinole,CA 94564, (510) 243-0400"
-117.570685,34.106012,"Applebee's-Rancho Cucamonga,CA","10709 Foothill Blvd, Rancho Cucamonga,CA 91730, (909) 980-3633"
-116.412468,33.741491,"Applebee's-Rancho Mirage,CA","71740 Highway 111, Rancho Mirage,CA 92270, (760) 674-0761"
-122.220019,40.1832456,"Applebee's-Red Bluff,CA","220 Antelope Blvd, Red Bluff,CA 96080, (530) 527-6164"
-122.357322,40.580977,"Applebee's-Redding,CA","1801 Hilltop Dr, Redding,CA 96002, (530) 221-1888"
-117.222363,34.063445,"Applebee's-Redlands,CA","2046 W Redlands Blvd, Redlands,CA 92373, (909) 335-7372"
-122.2234255,37.48978,"Applebee's-Redwood City,CA","1135 Veterans Blvd, Redwood City,CA 94063, (650) 364-6849"
-120.952802,37.711435,"Applebee's-Riverbank,CA","2449 Claribel Rd, Riverbank,CA 95367, (209) 863-9780"
-117.369844,33.979118,"Applebee's-Riverside,CA","3820 Mulberry St, Riverside,CA 92507, (951) 369-7447"
-122.721711,38.348567,"Applebee's-Rohnert Park,CA","501 Rohnert Park Expy W, Rohnert Park,CA 94928, (707) 206-0660"
-121.418776,38.595621,"Applebee's-Sacramento,CA","2024 Arden Way, Sacramento,CA 95825, (916) 564-5296"
-121.5039772,38.6331869,"Applebee's-Sacramento,CA","3601 Truxel Rd, Sacramento,CA 95834, (916) 928-8488"
-121.6670936,36.7010772,"Applebee's-Salinas,CA","1301 N Davis Rd, Salinas,CA 93907, (831) 757-6682"
-117.158584,32.770596,"Applebee's-San Diego,CA","7510 Hazard Center Dr, San Diego,CA 92108, (619) 296-6020"
-117.1587916,32.8215489,"Applebee's-San Diego,CA","7677 Balboa Ave, San Diego,CA 92111, (858) 569-4590"
-117.122061,32.917284,"Applebee's-San Diego,CA","9480 East Mira Mesa Blvd, San Diego,CA 92126, (858) 578-8280"
-117.818334,34.104515,"Applebee's-San Dimas,CA","674 W Arrow Hwy, San Dimas,CA 91773, (909) 394-7600"
-122.4154587,37.8079681,"Applebee's-San Francisco,CA","2770 Taylor St, San Francisco,CA 94133, (415) 749-9025"
-121.8631612,37.3024049,"Applebee's-San Jose,CA","51 Curtner Ave, San Jose,CA 95125, (408) 295-7150"
-121.976196,37.316694,"Applebee's-San Jose,CA","555 Saratoga Ave, San Jose,CA 95129, (408) 446-8370"
-120.678364,35.262066,"Applebee's-San Luis Obispo,CA","305 Madonna Rd, San Luis Obispo,CA 93405, (805) 782-9088"
-117.1759709,33.1369363,"Applebee's-San Marcos,CA","573 Grand Ave, San Marcos,CA 92078, (760) 744-4328"
-122.543872,38.0029,"Applebee's-San Rafael,CA","5800 Northgate Dr, San Rafael,CA 94903, (415) 472-1670"
-121.968092,37.760942,"Applebee's-San Ramon,CA","17900 San Ramon Valley Blvd, San Ramon,CA 94583, (925) 327-1400"
-117.8674925,33.7767175,"Applebee's-Santa Ana,CA","2800 N Main Street, Santa Ana,CA 92705, (657) 212-6701"
-120.419209,34.935236,"Applebee's-Santa Maria,CA","1415 S Bradley Rd, Santa Maria,CA 93454, (805) 922-6633"
-122.713013,38.417282,"Applebee's-Santa Rosa,CA","2250 Santa Rosa Ave, Santa Rosa,CA 95407, (707) 576-0552"
-122.736003,38.480977,"Applebee's-Santa Rosa,CA","885 Hopper Ave, Santa Rosa,CA 95403, (707) 525-0552"
-118.1814692,33.8117149,"Applebee's-Signal Hill,CA","899 East Spring Street, Signal Hill,CA 90755, (562) 426-6723"
-120.367301,37.97357,"Applebee's-Sonora,CA","851 Sanguinetti Rd, Sonora,CA 95370, (209) 533-9670"
-119.945795,38.95473,"Applebee's-South Lake Tahoe,CA","3987 Lake Tahoe Blvd, South Lake Tahoe,CA 96150, (530) 544-2113"
-121.341957,37.985075,"Applebee's-Stockton,CA","2659 W March Ln, Stockton,CA 95207, (209) 952-9330"
-117.0977389,33.4810543,"Applebee's-Temecula,CA","32175 Temecula Pkwy, Temecula,CA 92592, (951) 506-7852"
-118.073657,34.103772,"Applebee's-Temple City,CA","5701 N Rosemead Blvd, Temple City,CA 91780, (626) 291-5153"
-121.4624413,37.759859,"Applebee's-Tracy,CA","3060 Naglee Rd, Tracy,CA 95304, (209) 834-0360"
-120.876494,37.507559,"Applebee's-Turlock,CA","2501 Fulkerth Rd, Turlock,CA 95380, (209) 656-7441"
-123.1988018,39.1326022,"Applebee's-Ukiah,CA","1201 Airport Park Blvd, Ukiah,CA 95482, (707) 462-7010"
-122.0697408,37.6019221,"Applebee's-Union City,CA","30980 Dyer St, Union City,CA 94587, (510) 324-6300"
-121.960239,38.366817,"Applebee's-Vacaville,CA","160 Nut Tree Pkwy, Vacaville,CA 95687, (707) 452-1167"
-122.218782,38.1354435,"Applebee's-Vallejo,CA","1041 Admiral Callaghan Ln, Vallejo,CA 94591, (707) 558-0824"
-117.349129,34.469127,"Applebee's-Victorville,CA","12044 Amargosa Rd, Victorville,CA 92392, (760) 947-6294"
-119.313189,36.299951,"Applebee's-Visalia,CA","3400 S Mooney Blvd, Visalia,CA 93277, (559) 734-2332"
-119.350127,36.328099,"Applebee's-Visalia,CA","5325 Avenida De Los Robles, Visalia,CA 93291, (559) 636-1605"
-117.835542,34.027964,"Applebee's-Walnut,CA","21625 Valley Blvd, Walnut,CA 91789, (909) 594-1140"
-122.0171223,37.9261125,"Applebee's-Walnut Creek,CA","2819 Ygnacio Valley Rd, Walnut Creek,CA 94598, (925) 930-0130"
-121.785121,36.916531,"Applebee's-Watsonville,CA","1105 S Green Valley Rd, Watsonville,CA 95076, (831) 728-7272"
-117.9280148,34.0699365,"Applebee's-West Covina,CA","300 S California Ave, West Covina,CA 91790, (626) 338-5789"
-122.8073819,38.5514044,"Applebee's-Windsor,CA","8931 Brooks Rd S, Windsor,CA 95492, (707) 836-0642"
-121.738918,38.676824,"Applebee's-Woodland,CA","1790 E Main St, Woodland,CA 95776, (530) 668-8282"
-121.649318,39.142063,"Applebee's-Yuba City,CA","1000 Tharp Rd, Yuba City,CA 95993, (530) 822-9566"
-116.403759,34.127043,"Applebee's-Yucca Valley,CA","57796 29 Palms Hwy, Yucca Valley,CA 92284, (760) 365-2900"
-105.081388,39.793535,"Applebee's-Arvada,CO","5265 Wadsworth Byp, Arvada,CO 80002, (303) 421-1032"
-104.824573,39.675354,"Applebee's-Aurora,CO","14091 E Iliff Ave, Aurora,CO 80014, (303) 745-9897"
-104.796398,39.772315,"Applebee's-Aurora,CO","16485 E 40th Cir, Aurora,CO 80011, (303) 371-4114"
-104.817824,39.971491,"Applebee's-Brighton,CO","922 S 4th Ave, Brighton,CO 80601, (720) 685-1095"
-105.0673662,39.9145056,"Applebee's-Broomfield,CO","6405 W 120th Ave, Broomfield,CO 80020, (303) 466-3848"
-104.86647,39.413738,"Applebee's-Castle Rock,CO","390 W Allen St, Castle Rock,CO 80108, (303) 814-0230"
-104.960092,39.566511,"Applebee's-Centennial,CO","8292 S University Blvd, Centennial,CO 80122, (303) 770-3383"
-104.7590626,38.8472831,"Applebee's-Colorado Springs,CO","3708 Galley Rd, Colorado Springs,CO 80909, (719) 574-5111"
-104.8314968,38.8966802,"Applebee's-Colorado Springs,CO","495 Garden Of The Gods Rd, Colorado Springs,CO 80907, (719) 265-6605"
-104.7995726,38.941137,"Applebee's-Colorado Springs,CO","7625 Goddard St, Colorado Springs,CO 80920, (719) 535-2799"
-107.8837465,37.273102,"Applebee's-Durango,CO","800 Camino Del Rio, Durango,CO 81301, (970) 259-5850"
-105.0766501,40.527438,"Applebee's-Fort Collins,CO","4306 S College Ave, Fort Collins,CO 80525, (970) 225-1041"
-104.733462,38.739562,"Applebee's-Fountain,CO","6428 S Hwy 85/87, Fountain,CO 80817, (791) 391-9000"
-104.9404447,39.7089877,"Applebee's-Glendale,CO","410 S Colorado Blvd, Glendale,CO 80246, (303) 333-0808"
-108.54374,39.10746,"Applebee's-Grand Junction,CO","711 Horizon Drive, Grand Junction,CO 81506, (970) 256-0022"
-104.7461299,40.421515,"Applebee's-Greeley,CO","4100 W 10th St, Greeley,CO 80634, (970) 346-9493"
-105.1182199,39.740949,"Applebee's-Lakewood,CO","10625 W Colfax Ave, Lakewood,CO 80215, (303) 462-1782"
-105.090553,39.621219,"Applebee's-Lakewood,CO","5250 S Wadsworth Blvd, Lakewood,CO 80123, (303) 933-2230"
-105.075942,40.422092,"Applebee's-Loveland,CO","213 E 29th St, Loveland,CO 80538, (970) 593-0655"
-107.865696,38.446104,"Applebee's-Montrose,CO","1501 Oxbow Dr, Montrose,CO 81401, (970) 249-1214"
-104.98872,39.884633,"Applebee's-Northglenn,CO","100 W 104th Ave, Northglenn,CO 80234, (303) 252-7422"
-104.614501,38.306188,"Applebee's-Pueblo,CO","3428 N Elizabeth St, Pueblo,CO 81008, (719) 542-2598"
-104.663021,38.235646,"Applebee's-Pueblo,CO","4001 W Northern Ave, Pueblo,CO 81005, (719) 564-6090"
-104.9860287,39.9142866,"Applebee's-Thornton,CO","297 E 120th Ave, Thornton,CO 80233, (303) 451-1414"
-105.080836,39.859826,"Applebee's-Westminster,CO","9010 Wadsworth Pkwy, Westminster,CO 80021, (303) 431-9022"
-73.419741,41.41986,"Applebee's-Danbury,CT","57 Federal Road, Danbury,CT 06810, (203) 790-7090"
-72.062102,41.357529,"Applebee's-Groton,CT","350 Long Hill Road, Groton,CT 06340, (860) 446-0452"
-72.527199,41.813999,"Applebee's-Manchester,CT","191 Deming Street, Manchester,CT 06040, (860) 648-2284"
-73.016902,41.254311,"Applebee's-Orange,CT","526 Boston Post Road, Orange,CT 06477, (203) 795-5762"
-72.8409636,41.6762289,"Applebee's-Plainville,CT","270 New Britain Ave, Plainville,CT 06062, (860) 747-2358"
-73.0839393,41.8208689,"Applebee's-Torrington,CT","1690 E Main St, Torrington,CT 06790, (860) 489-8690"
-72.1994769,41.7344817,"Applebee's-Willimantic,CT","93 Storrs Rd, Willimantic,CT 06226, (860) 423-6069"
-75.5438769,39.0996733,"Applebee's-Camden,DE","4110 S Dupont Hwy, Camden,DE 19934, (302) 697-3033"
-75.531826,39.183844,"Applebee's-Dover,DE","909 N Dupont Hwy, Dover,DE 19901, (302) 741-2292"
-75.6880431,39.4534817,"Applebee's-Middletown,DE","320 Dove Run Dr, Middletown,DE 19709, (302) 449-0234"
-75.430983,38.9311064,"Applebee's-Milford,DE","698 N Dupont Blvd # B, Milford,DE 19963, (302) 424-0954"
-75.622624,39.651629,"Applebee's-New Castle,DE","105 Wilton Blvd, New Castle,DE 19720, (302) 322-8202"
-75.7481509,39.6044883,"Applebee's-Newark,DE","2480 Pulaski Hwy, Newark,DE 19702, (302) 836-8700"
-75.776961,39.666937,"Applebee's-Newark,DE","630 Suburban Drive, Newark,DE 19711, (302) 738-7230"
